graph_id,scenario_id,method,N,epsilon,missing_edge_MAE,E_c,E_w,E_x,S_hat,S_star,D_X,B_w,B_x,ratio_w,ratio_x,zero_bound_w_exact,zero_bound_x_exact,bound_w_satisfied,bound_x_satisfied
1,C001_R005,Raw-GAT,10,0.01,0.14188728504614653,4.193616301645143,0.09840179812904436,0.002930705907803049,42.44243643463848,42.180039648062795,0.12308924773409664,0.19761430558320225,0.01216209810786613,0.49794875851036957,0.2409704215350429,False,False,True,True
1,C001_R005,GlobalMean,10,0.01,0.1506935086806766,4.65626665098325,0.10889184707619864,0.0027507534437643164,40.528583700984655,42.180039648062795,0.12308924773409664,0.2207805725093527,0.0135878572922397,0.4932129935100416,0.2024420322205862,False,False,True,True
1,C001_R005,NodeMean,10,0.01,0.1414233370055018,3.971784970085095,0.09534493835238118,0.002146009962827366,41.6938386237622,42.180039648062795,0.12308924773409664,0.1883253312810723,0.011590411678330864,0.5062778209590961,0.18515390327674824,False,False,True,True
1,C001_R005,GAT+Refinement,10,0.01,0.14188728504614653,2.763244855061131,0.0663515892430448,0.0015403171358412862,41.9552819722896,42.180039648062795,0.12308924773409664,0.13102144417676187,0.008063665500376278,0.5064177826763185,0.19101947318739967,False,False,True,True
2,C002_R004,Raw-GAT,10,0.01,0.12575159424651192,3.7927057531969957,0.07137281996215164,0.009052948259169476,45.72236399343947,47.378393295817176,0.40703323305748534,0.16010275948010405,0.032583571906305855,0.4457938151342178,0.27783780996145085,False,False,True,True
2,C002_R004,GlobalMean,10,0.01,0.13541013451700248,3.7255423295921175,0.06926897102111217,0.005804971423544779,50.58704946764656,47.378393295817176,0.40703323305748534,0.14729233544149772,0.029976437749670223,0.4702822506920243,0.19365114267483768,False,False,True,True
2,C002_R004,NodeMean,10,0.01,0.16214465494447647,6.996390889299168,0.12541622944459777,0.00423269949090641,50.49106146004062,47.378393295817176,0.40703323305748534,0.2771338406040925,0.056401341565360794,0.4525475097924425,0.07504607822140788,False,False,True,True
2,C002_R004,GAT+Refinement,10,0.01,0.12575159424651192,3.872965136591376,0.07999497869169243,0.004855798204238759,48.11682109337344,47.378393295817176,0.40703323305748534,0.16098175434639234,0.03276246196743898,0.49691953610819345,0.14821225001542013,False,False,True,True
3,C003_R003,Raw-GAT,10,0.01,0.15872501913992756,5.650019951746647,0.11169443680562088,0.0031026182492496584,50.807497874143166,50.62391337158811,0.5335097653719006,0.22240890373080316,0.059328661023021215,0.50220308149539,0.052295436906047044,False,False,True,True
3,C003_R003,GlobalMean,10,0.01,0.13266184709061452,5.677691764975694,0.10629188832446801,0.005439781874503017,53.910764946645614,50.62391337158811,0.5335097653719006,0.2106329513444964,0.05618736822569662,0.504630864477726,0.0968150323868559,False,False,True,True
3,C003_R003,NodeMean,10,0.01,0.12010344971198167,5.279770509748648,0.08060960361520692,0.002415690778439339,53.54771169332908,50.62391337158811,0.5335097653719006,0.1971987352134189,0.05260372547767334,0.4087734311681408,0.045922427670348806,False,False,True,True
3,C003_R003,GAT+Refinement,10,0.01,0.15872501913992756,3.8368502746752826,0.07472144787012627,0.0025182870555741517,49.89162813627251,50.62391337158811,0.5335097653719006,0.1515825237180757,0.04043537833165557,0.4929423658963398,0.062279299946667366,False,False,True,True
4,C004_R004,Raw-GAT,10,0.01,0.17291567675850025,5.277172552478855,0.10827829831929958,0.005449234808309912,40.425148046756156,42.33672348878945,0.4172974288700558,0.24929527453281655,0.05201513854599952,0.4343375482034904,0.10476247801379762,False,False,True,True
4,C004_R004,GlobalMean,10,0.01,0.17232227542838066,5.662829617348243,0.10255773946869379,0.005862127486163947,39.418993391455125,42.33672348878945,0.4172974288700558,0.26751383435932313,0.05581641763265777,0.3833735915539186,0.10502514734543014,False,False,True,True
4,C004_R004,NodeMean,10,0.01,0.17003210964831275,5.069546912235751,0.11066843885176034,0.008556931583545799,40.14341451306805,42.33672348878945,0.4172974288700558,0.23948697463931715,0.04996864938242765,0.46210629625445876,0.1712460050312065,False,False,True,True
4,C004_R004,GAT+Refinement,10,0.01,0.17291567675850025,4.3795423712947805,0.09743916438874296,0.006319135089309774,41.18269180927857,42.33672348878945,0.4172974288700558,0.2068909452784867,0.04316752976060395,0.470968723438256,0.14638630295395813,False,False,True,True
5,C005_R004,Raw-GAT,10,0.01,0.18069456004229337,6.213574384625943,0.08175748577733985,0.007070028710239903,40.15409963953568,44.995632880120965,0.3396256251908012,0.2761856645590641,0.04689986449730453,0.2960236401402922,0.1507473163519745,False,False,True,True
5,C005_R004,GlobalMean,10,0.01,0.16976174888219642,5.513578560851095,0.07591899023404247,0.0048808942999776185,41.08000382453386,44.995632880120965,0.3396256251908012,0.24507171953956403,0.04161631798260456,0.30978274595158345,0.11728318449550994,False,False,True,True
5,C005_R004,NodeMean,10,0.01,0.14871921711487254,5.342337196643562,0.1382631553721112,0.01026044393223924,42.55272639170701,44.995632880120965,0.3396256251908012,0.2374602535706883,0.040323793538455596,0.5822580970627674,0.2544513556854258,False,False,True,True
5,C005_R004,GAT+Refinement,10,0.01,0.18069456004229337,3.715763116730254,0.06443996897820642,0.006705340189535922,42.29332299143484,44.995632880120965,0.3396256251908012,0.16516105581312426,0.028046463418852568,0.3901644286599783,0.23907970461005276,False,False,True,True
