observation_ratio,observation_ratio_percent,Method,Metric,graph_count,Mean,Std,95% CI lower,95% CI upper,Bootstrap repetitions,Bootstrap seed
0.4,40,Raw-GAT,missing_edge_MAE,20,0.1599300090851044,0.01924190815557944,0.15168315173626873,0.16797426089526993,3000,2908586885
0.4,40,Raw-GAT,E_c,20,5.114052433779541,1.1434021958004401,4.657460787048906,5.632523723982887,3000,2908586885
0.4,40,Raw-GAT,E_w,20,0.104992977528895,0.027976474573192165,0.09334832336391874,0.11751368214989606,3000,2908586885
0.4,40,Raw-GAT,E_x,20,0.006133212484276894,0.004689203327565598,0.004290274514588653,0.008296115483703861,3000,2908586885
0.4,40,GlobalMean,missing_edge_MAE,20,0.15648830589797913,0.01833434989447962,0.1483438871533348,0.1646312889508254,3000,2908586885
0.4,40,GlobalMean,E_c,20,5.033755482967072,1.1552779054690705,4.540584861068972,5.566063485828716,3000,2908586885
0.4,40,GlobalMean,E_w,20,0.10636155013089388,0.026548985625262582,0.0954471706600445,0.1186249158404913,3000,2908586885
0.4,40,GlobalMean,E_x,20,0.005517089854822805,0.004172769057492301,0.0038652851611328974,0.007432191255108995,3000,2908586885
0.4,40,NodeMean,missing_edge_MAE,20,0.1544401950492535,0.016234731910121435,0.14744464975230076,0.16152362129166944,3000,2908586885
0.4,40,NodeMean,E_c,20,5.130392937340288,1.34677897317711,4.506149333262987,5.658361392395173,3000,2908586885
0.4,40,NodeMean,E_w,20,0.10890858960148167,0.031174492584298857,0.09534221812590542,0.12146085635237179,3000,2908586885
0.4,40,NodeMean,E_x,20,0.006854894574156331,0.004232247655313945,0.005054451969417697,0.008679139700074001,3000,2908586885
0.4,40,ASGC,missing_edge_MAE,20,0.1599300090851044,0.01924190815557944,0.15168315173626873,0.16797426089526993,3000,2908586885
0.4,40,ASGC,E_c,20,4.316306079507247,1.1485670842657534,3.8407467341019825,4.80107074295135,3000,2908586885
0.4,40,ASGC,E_w,20,0.088573609652449,0.026337484925134387,0.07774603827457159,0.09995079639357504,3000,2908586885
0.4,40,ASGC,E_x,20,0.005402812675287684,0.0034628072065993436,0.004014048515359504,0.006943311749023143,3000,2908586885
0.55,55,Raw-GAT,missing_edge_MAE,20,0.16261363832019046,0.03284933694540614,0.14923465035371056,0.17667793672264814,3000,2582035445
0.55,55,Raw-GAT,E_c,20,4.301516224550967,1.2791300685146094,3.803732720873631,4.8349243423891535,3000,2582035445
0.55,55,Raw-GAT,E_w,20,0.09021005911691857,0.03004642751845168,0.0778131064167352,0.1031457524962938,3000,2582035445
0.55,55,Raw-GAT,E_x,20,0.005138879037104463,0.0039056968534362194,0.0036940538090509427,0.006974971575011533,3000,2582035445
0.55,55,GlobalMean,missing_edge_MAE,20,0.15679723051429675,0.024326383118005772,0.14691198639828487,0.16689785676548624,3000,2582035445
0.55,55,GlobalMean,E_c,20,4.052919237881541,1.0830067398366479,3.6018829449312606,4.507070397938689,3000,2582035445
0.55,55,GlobalMean,E_w,20,0.08585308037510027,0.02681064552433312,0.07483298625723848,0.09730308608580952,3000,2582035445
0.55,55,GlobalMean,E_x,20,0.004675257148963606,0.0034809170863324113,0.0033972476991611517,0.006278512364763947,3000,2582035445
0.55,55,NodeMean,missing_edge_MAE,20,0.14823894849493338,0.021259670205775665,0.13921819911343783,0.1570871939772877,3000,2582035445
0.55,55,NodeMean,E_c,20,3.625860375181328,1.006970487297355,3.20056356511083,4.0454965483604575,3000,2582035445
0.55,55,NodeMean,E_w,20,0.07765286585894443,0.022254649002762694,0.06839150759203674,0.08687552331637807,3000,2582035445
0.55,55,NodeMean,E_x,20,0.004862745465303449,0.003359968303363319,0.0034822518954548375,0.006431601234203332,3000,2582035445
0.55,55,ASGC,missing_edge_MAE,20,0.16261363832019046,0.03284933694540614,0.14923465035371056,0.17667793672264814,3000,2582035445
0.55,55,ASGC,E_c,20,3.44416526341737,0.9541820953055483,3.049770178170245,3.8387305303130277,3000,2582035445
0.55,55,ASGC,E_w,20,0.07184273954636836,0.022388964939292565,0.06270497724812055,0.08109090971824151,3000,2582035445
0.55,55,ASGC,E_x,20,0.004502183168824029,0.002779325857828783,0.003406303684867252,0.005820369352851825,3000,2582035445
0.7,70,Raw-GAT,missing_edge_MAE,20,0.15880170271349753,0.02903023843461644,0.1462798173122489,0.17083840900572547,3000,4095392868
0.7,70,Raw-GAT,E_c,20,2.9839905782325475,0.7941767740016534,2.660762027772599,3.324891715719034,3000,4095392868
0.7,70,Raw-GAT,E_w,20,0.06417080939509631,0.02044214471729809,0.055493653132792885,0.07315473878424122,3000,4095392868
0.7,70,Raw-GAT,E_x,20,0.003819380225148327,0.002620645793427754,0.0028359835778029156,0.005097181379532776,3000,4095392868
0.7,70,GlobalMean,missing_edge_MAE,20,0.15856951026081328,0.02534239165122005,0.14758766537320522,0.16903497368167097,3000,4095392868
0.7,70,GlobalMean,E_c,20,2.9280847592001207,0.7753886230055737,2.6041851324273106,3.2701940545283064,3000,4095392868
0.7,70,GlobalMean,E_w,20,0.06326397826042027,0.02121807424798213,0.05434230223631203,0.07253850961870928,3000,4095392868
0.7,70,GlobalMean,E_x,20,0.0036240564694081266,0.003006760045381482,0.0026181604158306165,0.005133773789828615,3000,4095392868
0.7,70,NodeMean,missing_edge_MAE,20,0.14808141156489307,0.025366482913587275,0.13691942138212707,0.1588357434542046,3000,4095392868
0.7,70,NodeMean,E_c,20,2.6982986880781903,0.7295042548980967,2.4084869621833236,3.0249716952562173,3000,4095392868
0.7,70,NodeMean,E_w,20,0.05973958249179266,0.017954113272035874,0.05221719489247149,0.06752316417887291,3000,4095392868
0.7,70,NodeMean,E_x,20,0.002844333589810662,0.0011273565603339302,0.0023735335903137364,0.003338774599936398,3000,4095392868
0.7,70,ASGC,missing_edge_MAE,20,0.15880170271349753,0.02903023843461644,0.1462798173122489,0.17083840900572547,3000,4095392868
0.7,70,ASGC,E_c,20,2.585387403958613,0.6814256422237381,2.325114315567623,2.9081343048975574,3000,4095392868
0.7,70,ASGC,E_w,20,0.055978873191102355,0.017858951046477983,0.04857574347946492,0.06409186380692991,3000,4095392868
0.7,70,ASGC,E_x,20,0.0030018462385077386,0.0018178774492955986,0.002311211191035397,0.0038784065094682454,3000,4095392868
